document	title	document_count	title_count
أعلنت شركة (كواليتي نت) اليوم الأحد فوزها بمزايدة رخصة تقديم خدمات الإنترنت والاتصالات المعلوماتية والساتلايت في العراق لتكون أول مزود خدمات اتصالات معلوماتية كويتي يفوز بترخيص الخدمة هناك بعد منافسة مع شركات عراقية وعالمية. وقال الرئيس التنفيذي محمد النصف في بيان صحفي إن الفوز بهذه الرخصة يأتي ضمن الخطة الاستراتيجية للشركة للتوسع الإقليمي والعالمي وجاء بعد دراسة مستفيضة لاحتياجات السوق العراقي وتقدير حجم الاستثمارات ودراسات الجدوى الخاصة بإنشاء البنية التحتية. وأضاف 'بموجب هذا الترخيص يحق للشركة تقديم كافة خدمات الاتصالات المعلوماتية من خدمات ربط وشبكات وإنترنت لقطاعي المؤسسات والإفراد'. وأكد النصف أن الموقع الاستراتيجي للكويت في شمال الخليج العربي كان عاملا أساسيا لتحفيز الشركة لدخول السوق العراقية فضلا عن أنه سيساهم في تعزيز قوة المسارات البديلة الداعمة للخدمات المقدمة في الكويت. وأضاف أن هذا الأمر سينعكس ايجابا على قوة اتصال الشبكة عبر المسار الشمالي القادم من العراق لتدعم البوابة الجنوبية (صفوان / الزبير) للعراق. وأشار الى أنه بعد منح الشركة الرخصة الرسمية من وزارة الاتصالات العراقية وهيئة الإعلام والاتصالات فإن الشركة ستقوم رسميا بتقديم خدمات الإنترنت وكافة خدمات الاتصالات المعلوماتية وكذلك خدمات الإنترنت عبر الأقمار الصناعية. وأفاد النصف بأن خبراء (كواليتي نت) يعملون حاليا على بناء شبكات الربط والبنية التحتية لتوفير خدماتنا لقاعدة عملائنا في كافة أنحاء العراق. وتأسست شركة (كواليتي نت) في عام 1998 وتكمن اغراضها في توفير الحلول المتكاملة في مجال الاتصالات المعلوماتية باعتبارها مزود الإنترنت الأول في الكويت.	«كواليتي نت» تفوز برخصة تشغيل للإنترنت في العراق	221	8
السودان اليوم : سجل سعر أوقية الذهب في التداولات العالمية مساء أمس الاربعاء URL دولارا ، بإرتفاع دولارا واحدا و78 سنتا عن تداول أمس الأول الثلاثاء والذي بلغ URL دولارا. وبلغ سعر الجرام عيار (24) عالميا URL دولارا، ووفقا لسعر شراء الدولار مقابل الجنيه السوداني ببنك السودان المركزي والذي بلغ URL جنيها فإن السعر المحلي للجرام من الذهب عيار (24) يصبح 266 جنيها.	ارتفاع في أسعار URL سعرالجرام باسواق الخرطوم	63	7
أكد تقرير “أويل برو” الدولي المتخصص في النفط الخام أن المنتجين الثلاثة الكبار للنفط الخام وهم السعودية وروسيا والولايات المتحدة يتنافسون على قيادة إنتاج النفط في العالم بشكل واسع وبالتحديد منذ بداية الألفية الجديدة. وقال التقرير إن النمو المذهل في إنتاج النفط الضيق في الولايات المتحدة وصل إلى ذروته في عام 2015 ولكن ستظل السعودية في المقدمة التى تحتلها منذ تسعينيات القرن الماضي، مشيرا إلى أن روسيا مثل الولايات المتحدة تسارع في الإنتاج بأقصى المستويات حيث تمكنت من تسجيل مستويات قياسية في العام الماضي، بحسب “الاقتصادية”. ولفت التقرير إلى أن الدول الثلاث تخطت بالفعل مستوى إنتاج 12 مليون برميل يوميا شاملة سوائل الغاز الطبيعي، منوها إلى أن المنتجين الثلاثة الكبار ينتجون حاليا بالقرب من مستويات قياسية مقارنة بأى فترات سابقة. وأوضح التقرير أن الولايات المتحدة باتت تلعب دورا مؤثرا بشكل كبير وعلى نحو متزايد في تحديد الأسعار في أسواق النفط والغاز العالمية، منوها إلى أن الطفرة الأمريكية في إنتاج النفط والغاز الصخريين هي التي تعزز مكانة الإنتاج الأمريكي خاصة في ضوء نمو واسع في صادرات الغاز الطبيعي المسال إلى أوروبا. وذكر التقرير أنه من المرجح أن تقود الولايات المتحدة تسعير النفط والغاز في الأسواق التي تتمتع بالسيادة عليها خلال السنوات القليلة المقبلة، مشيرا إلى أن التقديرات تؤكد الحاجة إلى بلوغ خام برنت سعر 70 دولارا للبرميل قبل 2020 من أجل تحفيز الاستثمار والقضاء الكامل على الفجوة الحالية في علاقة العرض والطلب بسوق النفط.	تقرير دولي: المملكة تتصدر إنتاج النفط عالميا أمام كبار المنافسين	223	10
السودان اليوم : أعلن والي ولاية سنار الضوء محمد الماحي بدء قيام محفظة مشروع إسكان ولاية سنار الذي يستهدف بناء 500 وحدة سكنية في المرحلة الأولى بتكلفة مالية قدرها 50مليون بريادة بنك الخرطوم. وأكد الماحي خلال اجتماع محفظة ولاية سنار بحضور مديري عموم البنوك والجهات ذات الصلة بالقصر الجمهوري استعداد ودعم الولاية لمشروعات الإسكان والالتزام الكامل بالسداد، مؤكدا أهمية قيام المشروع في دفع النهضة العمرانية والاستقرار بالولاية، مشيرا إلى دور البنوك في المسئولية الاجتماعية، موجها بأهمية السكن الريفي والتوطين في مناطق الإنتاج لدفع عجلة الإنتاج. وأكد الأمين العام للصندوق القومي للإسكان والتعمير د. غلام الدين عثمان تطور مشروعات الإسكان بالولايات ومساهمتها في التنمية العمرانية والاجتماعية والاقتصادية، مشيرا إلى المضي قدما في مشروعات الإسكان بكافة الولايات لإحداث التطور والنهضة العمرانية مؤكدا التركيز على السكن الريفي الذي تدعمه وزارة المالية. فيما أكد نائب محافظ بنك السودان المركزي الجيلي محمد البشير استعداد ودعم البنك للصندوق القومي ومشروعات الإسكان، مبينا أن سياسات البنك كانت واضحة ومحفزة في مجالات التمويل العقاري ومشروعات السكن URL أشار وزير المالية بولاية سنار إبراهيم محمد سليمان إلى تعزيز ضمان المحفظة بملكية أرض المشروع وضمان استرداد رأس المال URL مديرو البنوك المساهمة في محفظة تمويل مشروعات السكن بولاية سنار لأهميتها في توفير السكن وإحداث النهضة العمرانية واستقرار الولاية.	قيام محفظة ولاية سنار تستهدف (500) وحدة سكنية	198	8
تراجعت العقود الآجلة للنفط الأمريكي، عن مستوى 81 دولارا للبرميل في التعاملات الآسيوية، اليوم الثلاثاء، مع تعرضها لضغوط من خفض بنك 'جولدمان ساكس' توقعاته للسعر وتكهنات بزيادة في مخزونات الخام التجارية في الولايات المتحدة. وتراجعت عقود الخام الأمريكي الخفيف، تسليم 'ديسمبر'، 45 سنتا، ليصل إلى URL دولار للبرميل، بعد أن أنهت جلسة التداول السابقة منخفضة سنتا واحدا. وأثناء جلسة الاثنين، هبطت عقود النفط الأمريكي إلى URL دولار للبرميل وهو أدنى مستوى لها منذ يونيو حزيران 2012 . وانخفضت عقود خام القياس الأوروبي مزيج 'برنت'، 56 سنتا، ليصل إلى URL دولار للبرميل بعد أن أغلقت أمس الاثنين منخفضة 30 سنتا.	النفط الأمريكي يتراجع عن مستوى 81 دولارا في التعاملات الآسيوية	99	10
اعتبرت وكالة التصنيف الدولية «موديز» أن إجراءات خفض الدعم الحكومي التي أقرتها دول خليجية ستسهم في تخفيف الضغط على موازاناتها، لكنها لا تكفي لمواجهة العجز الناتج عن تهاوي أسعار النفط. وقالت الوكالة في تقرير الثلاثاء أن تقليص الدول الخليجية الدعم على أسعار مواد أساسية أبرزها الوقود، سيوفر لها ما معدله سبعة مليارات دولار هذه السنة، ما يوازي 0,5 بالمئة من الناتج المحلي، في حين يعادل العجز المتوقع في موازنات 2016 نسبة 12,4 بالمئة منه. وأوضح المحلل في الوكالة ماثياس انغونين أن 'الخطوات الحديثة لإصلاح (نظام) الدعم تشير إلى إرادة سياسية لمواجهة الآثار المضرة لأسعار النفط المنخفضة على الموازنات' الحكومية، وأضاف 'إلا أنها (الإجراءات) غير كافية مقارنة بحجم الإصلاح الاقتصادي والمالي المطلوب لتحقيق توازن في الموازنة'. واتخذت كل دول مجلس التعاون الخليجي التي تعتمد بشكل رئيسي على ايرادات النفط، إجراءات لخفض الدعم عن مواد أساسية بينها الوقود والكهرباء والمياه، لخفض الإنفاق في مواجهة تراجع المداخيل النفطية، وترافقت هذه الإجراءات غير المسبوقة منذ أعوام طويلة، مع تسجيل الدول الست (السعودية، الكويت، البحرين، سلطنة عمان، قطر، والامارات) عجزا في ميزانية العام 2015. وتوقعت الوكالة أن يسجل معدل سعر النفط 33 دولارا للبرميل خلال سنة 2016، بتراجع حاد عن مستوى 110 دولارات الذي كان عليه في 2014، قبل أن يبدأ مساره الانحداري في يونيو من ذاك العام. وبحسب تقديراتها، سيرتفع معدل سعر البرميل إلى 38 دولارا السنة المقبلة. وتوقعت الوكالة أن تعتمد دول مجلس التعاون إجراءات إضافية، قد تشمل زيارة الضرائب على الشركات واعتماد الضريبة على القيمة المضافة، في ظل توقعات ببقاء أسعار النفط على مستوياتها المنخفضة لفترة طويلة.	«موديز»: تقليص الدعم في دول الخليج غير كاف لمواجهة العجز	245	10
واصلت أسعار الذهب هبوطها في مصر لليوم الثالث على التوالى، وبلغت قيمة التراجع في سعر الذهب اليوم 10 جنيهات للجرام، حيث سجل الذهب عيار 21 وهو الأكثر رواجا في سوق الصاغة بمصر 685 جنيها للجرام، بعد تسجيله مستويات تاريخيه الأسبوع الماضى عند 730 جنيها. هبوط سعر الذهب في مصر، جاء عقب تراجع حاد في سعر الذهب عالميا بنسبة اقتربت من 4 % حيث هبط الذهب من 1660 دولارا للأوقية الأسبوع الماضى إلى 1529 دولارا اليوم الأحد، الأمر الذى انعكس على الأسعار في مصر. أسعار الذهب اليوم في مصر: عيار 18 سجل 587 جنيها للجرام عيار 21 سجل 685 جنيها للجرام عيار 24 سجل 782 جنيها للجرام الجنيه الذهب 5480 جنيها أوقية الذهب 1529 دولارا. وبشأن أسباب هبوط أسعار الذهب عالميا، فإن صعود الأسهم الأمريكية بقوة في اللحظات الأخيرة من جلسة أمس الجمعة بعد أن أعلن الرئيس دونالد ترامب حالة طوارئ وطنية للتصدي لفيروس كورونا سريع الانتشار، وهو ما قلل الطلب على الذهب بوصفه ملاذ آمن. وبحسب وكالة رويترز، قفزت المؤشرات الرئيسية الثلاثة أكثر من 6 % في المعاملات المبكرة ثم قلصت مكاسبها لتصبح URL % على المؤشر ستاندرد اند بورز 500 قبل أن تعاود الصعود قرب الإغلاق مع إعلان ترامب عن مساعدة اتحادية بنحو 50 مليار دولار لمكافحة المرض. لكن كلا من المؤشرات الثلاثة ظل منخفضا ثمانية % على الأقل للأسبوع بأكمله، وصعد المؤشر داو جونز الصناعي 1985 نقطة بما يعادل URL % ليصل إلى URL نقطة، وزاد ستاندرد اند بورز URL نقطة أو URL % مسجلا URL نقطة، وتقدم المؤشر ناسداك المجمع URL نقطة أو URL % إلى URL نقطة، وفق رويترز.	انخفاض أسعار الذهب 10 جنيهات وعيار 21 يسجل 685 جنيها للجرام	253	11
الكويت – (كونا) -- ارتفع سعر برميل النفط الكويتي 76 سنتا في تداولات أمس الثلاثاء ليبلغ 21ر62 دولار أمريكي مقابل 45ر61دولار للبرميل في تداولات الجمعة الماضية وفقا للسعر المعلن من مؤسسة البترول الكويتية. وفي الأسواق العالمية انخفضت برنت 21 سنتا ليتحدد سعر التسوية عند URL دولار للبرميل في حين أغلقت العقود الآجلة للخام الأمريكي غرب تكساس الوسيط منخفضة 45 سنتا إلى URL دولار للبرميل	سعر برميل النفط الكويتي يرتفع 76 سنتا ليبلغ URL	64	9
وقال نور الدين بوطرفة، بأنه سيتم بداية من 2017 طرح مناقصة وطنية ودولية تخص مشاريع لإنتاج URL ميغاواط، من الكهرباء ذات المصادر المتجددة في إطار تجسيد البرنامج الوطني لتطوير الطاقة المتجددة، مضيفا في رده على سؤال شفوي بالمجلس الشعبي الوطني، أمس، حول وضعية الطاقات البديلة في الجزائر، أن البرنامج الوطني لتطوير الطاقات المتجددة، يهدف إلى إنتاج URL ميغاواط بحلول 2030، وهو ما سيسمح برفع حصة الكهرباء من مصادر متجددة إلى ما يفوق 27 بالمائة من الإنتاج الوطني للكهرباء.	بوطرفة: الجزائر أنفقت 12 ألف مليار في إنتاج الطاقة الشمسية	78	10
أعلن بنك الخليج الفائز في السحب الشهري الخامس لحساب الراتب لهذا العام. وحالف الحظ وضحة نافع العتيبي، إذ فازت بجائزة نقدية تصل قيمتها إلى 12 ضعف الراتب. وتم إجراء السحب في إذاعة نبض الكويت FM88.8 (برنامج ديوانية الياقوت والأنصاري)، بحضور وإشراف ممثل من وزارة التجارة والصناعة. ويمنح حساب الراتب العملاء الجدد ممن يقومون بتحويل رواتبهم إلى بنك الخليج فرصة الحصول على جائزة نقدية فورية قدرها 100 دينار أو قرض بدون فوائد حتى URL دينار، شرط ألا يقل الراتب، الذي يتم تحويله إلى البنك عن 500 دينار. وبإمكان العملاء الجدد الحصول على بطاقات فيزا وماستركارد الائتمانية بدون رسوم سنوية في العام الأول، مع إمكانية الحصول على قرض تصل قيمته إلى URL دينار وتسديده خلال مدة 15 سنة، أو قرض استهلاكي تصل قيمته إلى URL دينار. كما يوفر عرض حساب الراتب لعام 2019 إلى جميع العملاء الكويتيين الجدد ممن يقومون بتحويل رواتبهم إلى بنك الخليج، فرصة الدخول تلقائيا في السحوبات الشهرية، والفوز ب 12 ضعف الراتب، وفي السحب السنوي على أكبر جائزة لحساب الراتب في الكويت وهي 100 ضعف الراتب.	«الخليج» يعلن الفائز في السحب الشهري الخامس ل «الراتب»	168	9
قال إيهاب سعيد خبير سوق المال، إن التحركات العرضية سيطرت على أداء مؤشر السوق الرئيسى EGX30 بجلسات الأسبوع الماضى، وإن مالت إلى التراجع بشكل نسبى تأثرا باستمرار الاضطرابات التى يشهدها الشارع المصرى، والتراجع الواضح فى حالة التفاؤل التى كانت قد انتابت كافة فئات المتعاملين فى أعقاب ثورة 30 يونيو، بسبب حالة الغموض التى مازالت تلقى بظلالها على الوضع السياسى بشكل عام، خاصة بعد انتهاء فعاليات جمعة التفويض، وعدم التوصل إلى حل فيما يتعلق بفض اعتصامى رابعة العدوية URL الحالة التى أرجعها البعض للأحداث المؤسفة التى شهدتها منطقة المنصة بطريق النصر وراح ضحيتها العشرات من مؤيدى الرئيس السابق، وبطبيعة الحال كان لهذا الحادث تأثيرة المباشر فى نفسية المتعاملين الذىن يبدو أنهم قد أحجموا عن التعامل طيلة جلسات الأسبوع وهو ما بدا واضحا من تراجع قيم وأحجام التعاملات بشكل ملحوظ، وكذلك التحركات العرضية التى سيطرت على أداء غالبية الأسهم القيادية، باستثناء سهم البنك التجارى الدولى الذى شهد تحسنا نسبيا مع نهاية جلسات الأسبوع، ونجح فى تجاوز قمته السابقة قرب ال35,70 جنيه، ليقترب من مستوى ال36,40 جنيه، ويغلق مع نهاية جلسة الخميس بالقرب URL سهم أوراسكوم تليكوم فقد مال أداؤه إلى التحرك العرضى داخل نطاق ضيق لم يتجاوز ال15 قرشا، ونفس السلوك انطبق أيضا على أداء سهم المجموعة المالية هيرميس القابضة الذى فشل فى تجاوز مستوى ال9 جنيهات، ليميل إلى التحرك العرضى أسفلة طيلة جلسات الأسبوع، أما سهم أوراسكوم للإنشاء والصناعة فقد شهد بعض التذبذبات الكبيرة فى أعقاب انتهاء فترة عرض الشراء المقدم من شركة OCINV الهولندية على سعر 255 جنيها، ليعاود تراجعه فى اتجاه مستوى ال235 جنيها قبل أن ينهى جلسات الأسبوع قرب مستوى ال240 جنيها. وأما فيما يتعلق بمؤشر الاسهم الصغيرة والمتوسطة EGX70 فلم يختلف حاله كثيرا عن سابقة مؤشر السوق الرئيسى EGX30 إن لم يكن أسوأ، لاسيما فيما يتعلق بالتحركات العرضية التى سيطرت على أدائه داخل نطاقات ضيقة للغاية لم تتجاوز الأربعة نقاط، وتحديدا بين مستوى ال425 نقطة كحد أدنى ومستوى ال429 نقطة كحد أعلى، وذلك بطبيعة الحال نتج من التحركات العرضية التى سيطرت على أداء جميع الأسهم الصغيرة والمتوسطة، بما فيها تلك الأسهم ذات الوزن النسبى العالى. وهو السلوك الذى بدا طبيعيا، لاسيما أن غالبية أسهم المؤشر يغلب عليها الطابع المضاربى المفضل لدى الأفراد، ونظرا لإحجام الأفراد عن التعامل بجلسات الأسبوع الماضى، بسبب حالة الغموض التى تكتنف المشهد السياسى كان من المنطقى أن نشهد تلك التحركات URL وعن توقعاتنا لأداء كلا المؤشرين بجلسات الأسبوع الحالى والبداية، كما هى العادة مع مؤشر السوق الرئيسى EGX30 فقد مال فى أدائه كما سبق وأشرنا إلى التحركات العرضية باستثناء جلسة الخميس، آخر جلسات الأسبوع الذى نجح فى إنهائها على ارتفاع قارب على ال 50 نقطة قرب مستوى ال5375 نقطة، الأمر الذى يدفعنا لمعاودة التركيز على مستوى المقاومة الرئيسى قرب ال5450- 5500 نقطة وهو المستوى الذى مازلنا نرى صعوبة تجاوزه خلال الفترة الحالية لاسيما قبل عطلة عيد الفطر. وأما فيما يتعلق بمؤشر الأسهم الصغيرة والمتوسطة EGX70 فنتوقع أن يواصل تحركاته العرضية بين مستوى المقاومة السابق قرب ال440 نقطة، ومستوى الدعم الجديد قرب ال420- 417 نقطة. المصدر: اليوم السابع | محمود عسكر	خبير: أداء البورصة سيستمر فى التحرك العرضى حتى عيد الفطر	477	10
مكنت المراقبة التقنية للسيارات، المطبقة من قبل وزارة النقل منذ فيفري 2003، من تحقيق مداخيل تزيد عن 260 مليون أورو، مست 5 ملايين و300 ألف سيارة دون حساب الفحوصات المضادة، علما أن العملية لازالت مستمرة بدخول السيارات المرقمة سنة 2005 رزنامة المراقبة، في حين تشهد المحطات طوابير لا متناهية للمتأخرين . لم يتمكن أصحاب السيارات المرقمة سنة 2005 والذين شملتهم إلزامية الفحص التقني للسيارات ابتداء من 2 جانفي وإلى غاية 30 جوان المقبل، من “الظفر” بمكان لدى محطات المراقبة التقنية، رغم حرصهم على القيام بهذا الواجب منذ البداية، بسبب حجز كل الأماكن وعلى مدى شهرين أو ثلاثة لدى محطات المراقبة من قبل المتأخرين الذين فاتتهم الآجال المقررة من قبل الوزارة والمحددة ب 31 ديسمبر الفارط، حيث لازال هؤلاء يبيتون في محطات المراقبة أو يكلفون من ينوب عنهم لحجز مكان ضمن الطوابير الطويلة بغية القيام بفحص السيارة والانتهاء من هذا الإشكال . ورغم أن كثيرين لازالوا ينتظرون القيام بفحص سياراتهم لتفادي التعرض للعقوبات المنصوص عليها قانونا، إلا أن العملية ومنذ انطلاقها سنة 2003 حققت أرقاما معتبرة، مقارنة بعدد السيارات التي تضمها الحظيرة الوطنية والمحددة في آخر جانفي 2006 بأكثر من 3 ملايين و500 ألف سيارة حسب إحصاءات الديوان الوطني للإحصائيات، وينتظر أن يصل العدد إلى قرابة 4 ملايين سنة 2007، حيث تؤكد أرقام الوكالة الوطنية للمراقبة التقنية للسيارت إجراء 5296624 فحص تقني و272288 فحص مضاد تم توقيف 153242 منها عن السير، في انتظار التصليحات في إحصاءات إجمالية شملت مختلف أنواع العربات منذ فيفري 2003 . وقد حدد المرسوم التنفيذي 03/224 المؤرخ في 10 جوان 2003 تسعيرات الفحص التقني للسيارات، حيث يدفع صاحب السيارة الخاصة 800 دج مقابل فحص سيارته، بينما يكلف فحص عربة لنقل البضائع 1200 دج، وعربة نقل الأشخاص 1600 دج والشاحنات 2400 دج، علما أن السيارات الخفيفة النفعية والموجهة للمهن تفحص كل ستة أشهر، وتدخل في هذه الفئة كل من سيارات الأجرة، تعليم السياقة، سيارات الإسعاف والكراء، وبحساب تردد هذه السيارات وعربات الوزن الثقيل الموجهة لنقل الأشخاص والبضائع على محطات المراقبة التقنية يمكن حساب الأموال التي حققتها هذه العملية وهي 260 مليون أورو دون حساب الفحص المضاد، ومعلوم أن النصيب الأكبر منها يذهب إلى خزينة الدولة . إصرار وزارة النقل على عدم تمديد الآجال للمتأخرين مثلما فعلت السنة الماضية، تحت ضغط الطوابير، أجبر أصحاب السيارات للتجنيد للقيام بهذه العملية، خاصة خلال الأسابيع الأخيرة من شهر ديسمبر، حيث تصور كل واحد طريقة يخلص بها نفسه من مأزق ضيق الوقت ومضايقة الآجال، إذ شاعت بين المواطنين طرقا شرعية وأخرى غير شرعية، منها الرشوة و”القهاوي” وكراء الأماكن في الطوابير إلى غاية المبيت في المحطات والاعتذار في العمل بالشهادات الطبية المزورة وكراء خدمات البطالين لأداء هذه المهمة بدلا عن صاحب السيارة، بل هناك من كلف أخا أو صديقا لا يحسن حتى السياقة لمجرد شغل المكان وعندما يحين وقت تحريك السيارة ضمن الطابور يقوم بالمهمة سائق آخر خدمة ل “ المصلحة العامة ” كي لا تتعطل أمور الآخرين . وفي محطات المراقبة أيضا، تحل المساواة بين النساء والرجال، إذ لا فضل لامرأة على رجل ولا استئناس بلقب سيدة أو آنسة، حتى أن هناك من جلبت سيارتها للمحطة على الساعة الرابعة صباحا، لأنه لا يوجد في العائلة رجل متفرغ للقيام بالعملية بدلا عنها، كما ان هناك سيدة تركت مولودها البالغ من العمر 4 أشهر رفقة الخادمة لتمضي يومها في طابور للفحص التقني . بكل هذه المعطيات والأرقام شكلت المراقبة التقنية للسيارات حديث العام والخاص مع نهاية سنة 2007، حيث أحصت الوكالة الوطنية 263 وكالة معتمدة منها 156 عاملة و567 خط مراقبة منها 358 عاملة، لتستمر العملية مع سيارات 2005 إلى غاية جوان ثم السيارات الجديدة التي بلغت سنتين، دون الحديث عن السيارات التي يحين وقت مراقبتها دوريا، ما يشكل مصدرا للمداخيل للخزينة العمومية، لكنها أموال كان يمكن أن تستغل في تحسين نوعية السيارات التي يتم استيرادها من أسواق خارجية بمقاييس دون المستوى، ما شكل عبئا إضافيا على الخزينة في تحمل تبعات حوادث المرور والتأمينات دون الحديث عن الخسائر في الأرواح . المراقبة التقنية منذ فيفري 2003 : * العدد الإجمالي للفحوص : 5296624 * الفحص المضاد : 272288 * العربات الموقوفة : 153242 * السيارات الخاصة : 1664283 * فحص مضاد : 97349 * السيارات الموقوفة : 64151 * سيارات تعليم السياقة : 28497 * سيارات الكراء : 6327 * سيارات التاكسي : 612915 * سيارات الاسعاف : 10602 * سيارات نقل الأشخاص : 479201 * عربات نقل البضائع الخفيفة : 1144393 * عربات نقل البضائع الثقيلة : 1023607 * عربات نقل المواد الخطرة : 22079 * عربات جر السيارات المعطلة : 4719 * أخرى : 01 * عدد وكالات المراقبة التقنية : 263 معتمدة - 156 تشتغل * خطوط المراقبة التقنية : 567 معتمدة - 358 تعمل * عدد المراقبين : 1149 - 948 معتمد – 632 يشتغلون غنية قمراوي	المراقبة للتقنية للسيارات: فحص خمسة ملايين سيارة والمداخيل 2600 مليار	746	10
قالت وكالة رويترز إن سلطات الموانئ الإماراتية تراجعت عن قرارات كانت تقضي بحظر الاستيراد من دولة قطر والتصدير إليها. وسمحت هذه السلطات للسفن بالتوجه إلى قطر من الموانئ الإماراتية مباشرة شرط ألا ترفع العلم القطري، ونقلت الوكالة عن مصدر في قطاع التجارة البحرية أن التعميم يشمل كل موانئ الإمارات. وكانت التعليمات السابقة والصادرة منذ بدء الحصار الذي فرضته كل من السعودية والإمارات والبحرين ومصر على قطر في جوان 2017، تحظر دخول الشحنات ذات المنشأ القطري، كما تمنع الشحنات ذات المنشأ الإماراتي من التوجه إلى قطر. ولا تزال سلطات الموانئ الإماراتية تحظر استقبال السفن التي تحمل العلم القطري أو التي يملكها أفراد قطريون أو شركات قطرية. وقالت رويترز إن سفينة حاويات ترفع علم ليبيريا وصلت اليوم إلى ميناء جبل علي في دبي قادمة من أم سعيد في قطر. وأضافت أنه لم يتضح ما إذا كان التعميم الجديد الصادر عن سلطات الإمارات مرتبطا بشكاوى جرى تقديمها إلى منظمة التجارة العالمية تتعلق بالأزمة الخليجية. وكانت قطر قدمت شكوى واسعة النطاق للمنظمة في جويلية 2017 بعد نحو شهر من فرض الحصار عليها من قبل الدول الأربع، والشهر الماضي قدمت الإمارات شكوى للمنظمة بحجة أن قطر فرضت حظرا على المنتجات الإماراتية.	الإمارات تتراجع وتسمح بشحن السلع من وإلى قطر	186	8
وذكر المدير العام للصندوق الوطني للضمان الاجتماعي للعمال غير الأجراء شوقي عائق يوسف، في تصريح ل”الشروق”، السبت، أن صدور النصوص التنظيمية الخاصة بالقانون الجديد للتعاضديات الاجتماعية، سيجعل من هذه الأخيرة أكثر من مجرد منظومة مكملة لهيئات الضمان الاجتماعي، من خلال تكفلها بضمان تغطية مائة بالمائة للمصاريف الطبية كالعمليات الجراحية، والأشعة للعمال المنتسبين إليها. ويجرى حاليا، حسب ذات المسؤول، التحضير لإصدار المراسيم التنظيمية الخاصة بتكفل التعاضديات بملف التقاعد التكميلي للمنتسبين إليها، حيث أوضح أن العديد منها أبدت موافقتها على التكتل ضمن اتحاديات تتشكل من ثلاث أو أربع تعاضديات، حتى يتسنى لها الانخراط في صندوق مالي قوي يسمح لها بالاستمرارية، في وقت ستشرع مصالح صندوق “كاصنوص”، خلال الأيام المقبلة، في التحضير لإطلاق حملة ترويجية واسعة للتعريف بالامتيازات الجديدة التي ستمنحها التعاضديات الاجتماعية لمنتسبيها، في إطار النسخة المعدلة من القانون، على رأسها التغطية الكاملة لمصاريف العلاج وضمان التقاعد التكميلي، وذلك بعد أن قامت أغلب التعاضديات بتكييف قوانينها الأساسية. وفي رده على سؤال يخص اتجاه الحكومة لإلغاء نظام التقاعد النسبي، أكد المصدر، أن هذا الأخير يعد من بين السلبيات التي تهدد منظومة الضمان الاجتماعي بالنسبة للعمال الأجراء خلال السنوات المقبلة، ويجب العودة إلى تثبيت سن التقاعد عند سن الستين لتفادي الاختلالات، وواصل في هذا الشأن قائلا ” الإبقاء على نظام التقاعد النسبي، قد يصل بنا خلال السنوات المقبلة إلى العجز في دفع معاشات المتقاعدين”.	المدير العام ل'كاصنوص' شوقي عاشق يوسف ل'الشروق': مليون ونصف مليون عامل حر يستفيدون من تعويض كلي للعلاج	210	17
وأضاف المصدر، أن هناك 4 شركات من القطاع الخاص سيتولون إنشاء الخطوط ومحطات المحولات فى مدة زمنية لن تتجاوز ال 6 أشهر، لافتا إلى أنه سيتم إنشاء خط جهد 220 بطول 300 كيلو متر سيبدأ من منطقة القصير مرورا بمرسى علم و حتى منطقة برنيس. وأشار المصدر إلى أن هناك تعليمات مشدده من الدكتور محمد شاكر وزير الكهرباء للشركات ال3 المنفذة بضرورة الالتزام بالجدول الزمني للمشروع و الانتهاء منه بالكامل فى موعد أقصاه يوليو المقبل ، مشيرا إلى أنه بعد الانتهاء من المشروع سيتم توصيل التيار الكهربائي لأى مواطن او مستثمر بمنطقة برنيس. وتعد قاعدة برنيس العسكرية التى تم إنشاؤها فى زمن قياسى خلال أشهر معدودة لتكون إحدى قلاع العسكرية المصرية على الاتجاه الاستراتيجى الجنوبى بقوة عسكرية ضاربة فى البر والبحر والجو، ارتباطا بمختلف المتغيرات الإقليمية والدولية مما يعزز التصنيف العالمى للقوات المسلحة المصرية بين مختلف الجيوش العالمية.	لتوصيل التيار إلى القصير ومرسى علم وبرنيس.. الكهرباء تنشئ 6 محطات محولات جديدة	138	13
